-182.640, 78.152, 1.723,  1.765
-182.611, 78.102, 1.726,  1.798
-182.582, 78.052, 1.729,  1.831
-182.553, 78.002, 1.732,  1.864
-182.524, 77.952, 1.735,  1.897
-182.495, 77.902, 1.739,  1.930
-182.467, 77.851, 1.743,  1.963
-182.439, 77.800, 1.747,  1.996
-182.410, 77.749, 1.751,  2.029
-182.382, 77.698, 1.756,  2.062
-182.354, 77.646, 1.760,  2.095
-182.327, 77.594, 1.765,  2.128
-182.299, 77.542, 1.770,  2.161
-182.272, 77.489, 1.776,  2.194
-182.245, 77.437, 1.781,  2.227
-182.218, 77.384, 1.786,  2.260
-182.191, 77.330, 1.792,  2.293
-182.165, 77.276, 1.797,  2.326
-182.139, 77.222, 1.802,  2.359
-182.113, 77.168, 1.807,  2.392
-182.087, 77.113, 1.813,  2.425
-182.062, 77.058, 1.818,  2.458
-182.037, 77.003, 1.823,  2.491
-182.012, 76.947, 1.828,  2.524
-181.988, 76.891, 1.833,  2.557
-181.964, 76.835, 1.838,  2.590
-181.940, 76.778, 1.844,  2.623
-181.916, 76.721, 1.849,  2.656
-181.893, 76.664, 1.855,  2.689
-181.870, 76.606, 1.860,  2.722
-181.848, 76.548, 1.866,  2.755
-181.826, 76.489, 1.871,  2.788
-181.804, 76.431, 1.877,  2.821
-181.782, 76.371, 1.883,  2.854
-181.761, 76.312, 1.889,  2.887
-181.740, 76.252, 1.895,  2.920
-181.720, 76.192, 1.901,  2.953
-181.700, 76.131, 1.907,  2.986
-181.680, 76.070, 1.913,  3.019
-181.661, 76.009, 1.919,  3.052
-181.642, 75.948, 1.925,  3.085
-181.623, 75.886, 1.931,  3.118
-181.605, 75.823, 1.938,  3.151
-181.587, 75.761, 1.944,  3.184
-181.570, 75.698, 1.950,  3.217
-181.553, 75.635, 1.957,  3.250
-181.536, 75.571, 1.963,  3.283
-181.520, 75.507, 1.970,  3.316
-181.504, 75.443, 1.976,  3.349
-181.488, 75.378, 1.983,  3.382
-181.473, 75.313, 1.989,  3.415
-181.459, 75.248, 1.996,  3.448
-181.444, 75.182, 2.003,  3.481
-181.430, 75.116, 2.009,  3.514
-181.417, 75.050, 2.016,  3.547
-181.403, 74.984, 2.023,  3.580
-181.391, 74.917, 2.029,  3.613
-181.378, 74.850, 2.036,  3.646
-181.366, 74.782, 2.043,  3.679
-181.355, 74.714, 2.050,  3.712
-181.343, 74.646, 2.057,  3.745
-181.332, 74.578, 2.065,  3.778
-181.321, 74.510, 2.074,  3.811
-181.310, 74.441, 2.082,  3.844
-181.299, 74.372, 2.090,  3.877
-181.288, 74.302, 2.098,  3.910
-181.277, 74.233, 2.106,  3.943
-181.266, 74.163, 2.113,  3.976
-181.256, 74.093, 2.120,  4.009
-181.245, 74.023, 2.126,  4.042
-181.234, 73.952, 2.133,  4.075
-181.223, 73.881, 2.139,  4.108
-181.212, 73.811, 2.146,  4.141
-181.201, 73.740, 2.152,  4.174
-181.191, 73.668, 2.158,  4.207
-181.180, 73.597, 2.165,  4.240
-181.169, 73.525, 2.172,  4.273
-181.158, 73.454, 2.178,  4.306
-181.147, 73.382, 2.185,  4.339
-181.135, 73.309, 2.192,  4.372
-181.124, 73.237, 2.199,  4.405
-181.113, 73.164, 2.206,  4.438
-181.102, 73.091, 2.213,  4.471
-181.090, 73.018, 2.220,  4.504
-181.078, 72.945, 2.227,  4.537
-181.069, 72.871, 2.228,  4.570
-181.062, 72.797, 2.221,  4.603
-181.058, 72.723, 2.218,  4.636
-181.055, 72.648, 2.226,  4.669
-181.052, 72.573, 2.236,  4.702
-181.049, 72.498, 2.248,  4.735
-181.047, 72.422, 2.261,  4.768
-181.045, 72.346, 2.274,  4.801
-181.043, 72.269, 2.287,  4.834
-181.042, 72.192, 2.300,  4.867
-181.041, 72.115, 2.311,  4.900
-181.040, 72.037, 2.322,  4.933
-181.040, 71.959, 2.331,  4.966
-181.040, 71.881, 2.340,  4.999
-181.040, 71.802, 2.348,  5.032
-181.040, 71.724, 2.356,  5.065
-181.041, 71.645, 2.363,  5.098
-181.042, 71.565, 2.370,  5.131
-181.043, 71.486, 2.376,  5.164
-181.045, 71.406, 2.383,  5.197
-181.046, 71.326, 2.390,  5.230
-181.048, 71.246, 2.397,  5.263
-181.050, 71.166, 2.404,  5.296
-181.052, 71.086, 2.411,  5.329
-181.055, 71.005, 2.419,  5.362
-181.058, 70.924, 2.426,  5.395
-181.060, 70.843, 2.434,  5.428
-181.063, 70.761, 2.442,  5.461
-181.066, 70.680, 2.450,  5.494
-181.070, 70.598, 2.458,  5.527
-181.073, 70.515, 2.466,  5.560
-181.077, 70.433, 2.475,  5.593
-181.080, 70.350, 2.483,  5.626
-181.084, 70.267, 2.491,  5.659
-181.088, 70.184, 2.499,  5.692
-181.092, 70.100, 2.508,  5.725
-181.096, 70.016, 2.516,  5.758
-181.100, 69.932, 2.524,  5.791
-181.104, 69.848, 2.532,  5.824
-181.109, 69.764, 2.541,  5.857
-181.113, 69.679, 2.549,  5.890
-181.118, 69.594, 2.557,  5.923
-181.122, 69.508, 2.565,  5.956
-181.127, 69.423, 2.574,  5.989
-181.131, 69.337, 2.582,  6.022
-181.136, 69.250, 2.590,  6.055
-181.141, 69.164, 2.599,  6.088
-181.146, 69.077, 2.607,  6.121
-181.150, 68.990, 2.616,  6.154
-181.155, 68.903, 2.624,  6.187
-181.160, 68.815, 2.633,  6.220
-181.165, 68.727, 2.642,  6.253
-181.170, 68.639, 2.650,  6.286
-181.175, 68.551, 2.659,  6.319
-181.179, 68.462, 2.668,  6.352
-181.184, 68.373, 2.676,  6.385
-181.189, 68.284, 2.685,  6.418
-181.194, 68.194, 2.694,  6.451
-181.199, 68.104, 2.703,  6.484
-181.203, 68.014, 2.711,  6.517
-181.208, 67.924, 2.720,  6.550
-181.213, 67.833, 2.729,  6.583
-181.218, 67.742, 2.738,  6.616
-181.222, 67.650, 2.747,  6.649
-181.227, 67.559, 2.757,  6.682
-181.231, 67.467, 2.766,  6.715
-181.236, 67.374, 2.775,  6.748
-181.240, 67.282, 2.784,  6.781
-181.245, 67.189, 2.793,  6.814
-181.249, 67.095, 2.803,  6.847
-181.254, 67.002, 2.812,  6.880
-181.258, 66.908, 2.821,  6.913
-181.262, 66.814, 2.831,  6.946
-181.266, 66.719, 2.840,  6.979
-181.270, 66.624, 2.849,  7.012
-181.274, 66.529, 2.859,  7.045
-181.278, 66.434, 2.868,  7.078
-181.282, 66.338, 2.878,  7.111
-181.286, 66.242, 2.887,  7.144
-181.290, 66.146, 2.897,  7.177
-181.294, 66.049, 2.906,  7.210
-181.297, 65.952, 2.916,  7.243
-181.301, 65.854, 2.926,  7.276
-181.305, 65.757, 2.935,  7.309
-181.308, 65.659, 2.945,  7.342
-181.311, 65.560, 2.955,  7.375
-181.315, 65.462, 2.965,  7.408
-181.318, 65.363, 2.974,  7.441
-181.321, 65.263, 2.984,  7.474
-181.324, 65.164, 2.994,  7.507
-181.327, 65.064, 3.004,  7.540
-181.330, 64.963, 3.014,  7.573
-181.333, 64.863, 3.024,  7.606
-181.336, 64.762, 3.035,  7.639
-181.339, 64.660, 3.045,  7.672
-181.341, 64.558, 3.055,  7.705
-181.344, 64.456, 3.065,  7.738
-181.346, 64.354, 3.075,  7.771
-181.349, 64.251, 3.085,  7.804
-181.351, 64.148, 3.095,  7.837
-181.354, 64.045, 3.106,  7.870
-181.356, 63.941, 3.116,  7.903
-181.358, 63.837, 3.126,  7.936
-181.360, 63.733, 3.137,  7.969
-181.362, 63.628, 3.147,  8.002
-181.364, 63.523, 3.158,  8.035
-181.366, 63.417, 3.168,  8.068
-181.368, 63.311, 3.179,  8.101
-181.370, 63.205, 3.189,  8.134
-181.372, 63.098, 3.200,  8.167
-181.373, 62.992, 3.210,  8.200
-181.375, 62.884, 3.221,  8.233
-181.376, 62.777, 3.232,  8.266
-181.378, 62.669, 3.243,  8.299
-181.379, 62.560, 3.253,  8.332
-181.381, 62.452, 3.264,  8.365
-181.382, 62.343, 3.275,  8.398
-181.383, 62.233, 3.286,  8.431
-181.385, 62.123, 3.297,  8.464
-181.386, 62.013, 3.308,  8.497
-181.387, 61.903, 3.319,  8.530
-181.388, 61.792, 3.330,  8.563
-181.390, 61.680, 3.341,  8.596
-181.391, 61.569, 3.352,  8.629
-181.392, 61.457, 3.363,  8.662
-181.393, 61.344, 3.374,  8.695
-181.394, 61.232, 3.386,  8.728
-181.395, 61.118, 3.397,  8.761
-181.395, 61.005, 3.408,  8.794
-181.396, 60.891, 3.420,  8.827
-181.397, 60.777, 3.431,  8.860
-181.397, 60.662, 3.442,  8.893
-181.398, 60.547, 3.454,  8.926
-181.398, 60.432, 3.465,  8.959
-181.399, 60.316, 3.477,  8.992
-181.399, 60.200, 3.488,  9.025
-181.400, 60.083, 3.500,  9.058
-181.400, 59.966, 3.512,  9.091
-181.401, 59.849, 3.524,  9.124
-181.401, 59.731, 3.535,  9.157
-181.401, 59.613, 3.547,  9.190
-181.402, 59.494, 3.559,  9.223
-181.402, 59.375, 3.571,  9.256
-181.402, 59.256, 3.583,  9.289
-181.402, 59.136, 3.595,  9.322
-181.402, 59.016, 3.607,  9.355
-181.403, 58.896, 3.619,  9.388
-181.403, 58.775, 3.631,  9.421
-181.403, 58.653, 3.643,  9.454
-181.403, 58.532, 3.655,  9.487
-181.403, 58.410, 3.667,  9.520
-181.403, 58.287, 3.679,  9.553
-181.403, 58.164, 3.692,  9.586
-181.403, 58.041, 3.704,  9.619
-181.403, 57.917, 3.716,  9.652
-181.403, 57.793, 3.729,  9.685
-181.403, 57.668, 3.741,  9.718
-181.403, 57.543, 3.754,  9.751
-181.403, 57.418, 3.766,  9.784
-181.403, 57.292, 3.779,  9.817
-181.403, 57.166, 3.791,  9.850
-181.403, 57.039, 3.804,  9.883
-181.403, 56.912, 3.817,  9.916
-181.402, 56.784, 3.829,  9.949
-181.402, 56.656, 3.842,  9.982
-181.402, 56.528, 3.855, 10.015
-181.402, 56.399, 3.868, 10.048
-181.402, 56.270, 3.881, 10.081
-181.402, 56.140, 3.894, 10.114
-181.402, 56.010, 3.907, 10.147
-181.401, 55.879, 3.919, 10.180
-181.401, 55.748, 3.932, 10.213
-181.401, 55.617, 3.945, 10.246
-181.401, 55.485, 3.958, 10.279
-181.401, 55.353, 3.971, 10.312
-181.401, 55.220, 3.984, 10.345
-181.401, 55.087, 3.997, 10.378
-181.400, 54.954, 4.010, 10.411
-181.400, 54.820, 4.023, 10.444
-181.400, 54.685, 4.036, 10.477
-181.400, 54.550, 4.049, 10.510
-181.400, 54.415, 4.063, 10.543
-181.400, 54.279, 4.076, 10.576
-181.399, 54.143, 4.089, 10.609
-181.399, 54.006, 4.103, 10.642
-181.399, 53.869, 4.116, 10.675
-181.399, 53.732, 4.130, 10.708
-181.399, 53.594, 4.143, 10.741
-181.399, 53.455, 4.157, 10.774
-181.398, 53.316, 4.171, 10.807
-181.398, 53.177, 4.184, 10.840
-181.398, 53.037, 4.198, 10.873
-181.398, 52.897, 4.212, 10.906
-181.398, 52.756, 4.226, 10.939
-181.398, 52.615, 4.240, 10.972
-181.398, 52.473, 4.254, 11.005
-181.397, 52.331, 4.268, 11.038
-181.397, 52.188, 4.282, 11.071
-181.397, 52.045, 4.296, 11.104
-181.397, 51.902, 4.310, 11.137
-181.397, 51.758, 4.324, 11.170
-181.397, 51.613, 4.338, 11.203
-181.397, 51.468, 4.353, 11.236
-181.397, 51.323, 4.367, 11.269
-181.396, 51.177, 4.382, 11.302
-181.396, 51.030, 4.396, 11.335
-181.396, 50.884, 4.411, 11.368
-181.396, 50.736, 4.425, 11.401
-181.396, 50.588, 4.440, 11.434
-181.396, 50.440, 4.454, 11.467
-181.396, 50.291, 4.469, 11.500
-181.396, 50.142, 4.484, 11.533
-181.396, 49.992, 4.498, 11.566
-181.396, 49.842, 4.513, 11.599
-181.396, 49.691, 4.528, 11.632
-181.396, 49.540, 4.543, 11.665
-181.395, 49.388, 4.558, 11.698
-181.395, 49.235, 4.573, 11.731
-181.395, 49.083, 4.588, 11.764
-181.395, 48.929, 4.603, 11.797
-181.395, 48.775, 4.619, 11.830
-181.395, 48.621, 4.634, 11.863
-181.395, 48.466, 4.649, 11.896
-181.395, 48.311, 4.665, 11.929
-181.395, 48.155, 4.680, 11.962
-181.395, 47.999, 4.696, 11.995
-181.395, 47.842, 4.711, 12.028
-181.395, 47.684, 4.727, 12.061
-181.395, 47.526, 4.743, 12.094
-181.395, 47.368, 4.758, 12.127
-181.395, 47.209, 4.774, 12.160
-181.395, 47.049, 4.790, 12.193
-181.395, 46.889, 4.806, 12.226
-181.395, 46.729, 4.822, 12.259
-181.395, 46.567, 4.838, 12.292
-181.395, 46.406, 4.854, 12.325
-181.395, 46.244, 4.870, 12.358
-181.395, 46.081, 4.886, 12.391
-181.395, 45.918, 4.902, 12.424
-181.395, 45.754, 4.918, 12.457
-181.395, 45.589, 4.934, 12.490
-181.395, 45.425, 4.951, 12.523
-181.395, 45.259, 4.967, 12.556
-181.395, 45.093, 4.984, 12.589
-181.395, 44.927, 5.000, 12.622
-181.395, 44.759, 5.017, 12.655
-181.395, 44.592, 5.033, 12.688
-181.395, 44.424, 5.050, 12.721
-181.395, 44.255, 5.067, 12.754
-181.395, 44.086, 5.083, 12.787
-181.395, 43.916, 5.099, 12.820
-181.395, 43.745, 5.109, 12.853
-181.395, 43.575, 5.107, 12.886
-181.395, 43.405, 5.092, 12.919
-181.395, 43.236, 5.079, 12.952
-181.395, 43.067, 5.071, 12.985
-181.395, 42.899, 5.070, 13.018
-181.395, 42.730, 5.075, 13.051
-181.395, 42.560, 5.087, 13.084
-181.395, 42.390, 5.107, 13.117
-181.395, 42.219, 5.133, 13.150
-181.395, 42.047, 5.165, 13.183
-181.395, 41.874, 5.203, 13.216
-181.395, 41.699, 5.244, 13.249
-181.395, 41.523, 5.288, 13.282
-181.395, 41.345, 5.333, 13.315
-181.395, 41.166, 5.377, 13.348
-181.395, 40.985, 5.419, 13.381
-181.395, 40.804, 5.457, 13.414
-181.394, 40.621, 5.491, 13.447
-181.394, 40.437, 5.520, 13.480
-181.394, 40.252, 5.544, 13.513
-181.394, 40.067, 5.564, 13.546
-181.394, 39.881, 5.580, 13.579
-181.394, 39.695, 5.592, 13.612
-181.394, 39.508, 5.601, 13.645
-181.394, 39.322, 5.608, 13.678
-181.394, 39.135, 5.614, 13.711
-181.394, 38.948, 5.619, 13.744
-181.394, 38.760, 5.624, 13.777
-181.394, 38.573, 5.630, 13.810
-181.394, 38.385, 5.637, 13.843
-181.394, 38.197, 5.646, 13.876
-181.394, 38.008, 5.658, 13.909
-181.394, 37.820, 5.671, 13.942
-181.394, 37.630, 5.687, 13.975
-181.394, 37.440, 5.706, 14.008
-181.394, 37.249, 5.727, 14.041
-181.393, 37.058, 5.750, 14.074
-181.393, 36.865, 5.775, 14.107
-181.393, 36.672, 5.801, 14.140
-181.393, 36.478, 5.828, 14.173
-181.393, 36.283, 5.856, 14.206
-181.393, 36.087, 5.884, 14.239
-181.393, 35.890, 5.911, 14.272
-181.393, 35.692, 5.937, 14.305
-181.393, 35.493, 5.963, 14.338
-181.393, 35.294, 5.987, 14.371
-181.393, 35.094, 6.009, 14.404
-181.393, 34.893, 6.030, 14.437
-181.392, 34.691, 6.050, 14.470
-181.392, 34.489, 6.068, 14.503
-181.392, 34.286, 6.085, 14.536
-181.392, 34.083, 6.102, 14.569
-181.392, 33.879, 6.118, 14.602
-181.392, 33.675, 6.134, 14.635
-181.392, 33.470, 6.150, 14.668
-181.392, 33.264, 6.167, 14.701
-181.391, 33.058, 6.184, 14.734
-181.391, 32.852, 6.201, 14.767
-181.391, 32.645, 6.220, 14.800
-181.391, 32.437, 6.239, 14.833
-181.391, 32.228, 6.260, 14.866
-181.391, 32.019, 6.281, 14.899
-181.390, 31.809, 6.303, 14.932
-181.390, 31.598, 6.326, 14.965
-181.390, 31.387, 6.349, 14.998
-181.390, 31.174, 6.373, 15.031
-181.390, 30.961, 6.397, 15.064
-181.390, 30.747, 6.421, 15.097
-181.389, 30.532, 6.445, 15.130
-181.389, 30.317, 6.469, 15.163
-181.389, 30.101, 6.492, 15.196
-181.389, 29.884, 6.515, 15.229
-181.389, 29.666, 6.538, 15.262
-181.388, 29.447, 6.560, 15.295
-181.388, 29.228, 6.581, 15.328
-181.388, 29.008, 6.602, 15.361
-181.388, 28.787, 6.623, 15.394
-181.388, 28.566, 6.644, 15.427
-181.387, 28.344, 6.664, 15.460
-181.387, 28.121, 6.685, 15.493
-181.387, 27.898, 6.706, 15.526
-181.387, 27.674, 6.727, 15.559
-181.386, 27.449, 6.749, 15.592
-181.386, 27.223, 6.771, 15.625
-181.386, 26.997, 6.793, 15.658
-181.386, 26.770, 6.815, 15.691
-181.385, 26.542, 6.838, 15.724
-181.385, 26.314, 6.861, 15.757
-181.385, 26.084, 6.884, 15.790
-181.385, 25.854, 6.907, 15.823
-181.384, 25.623, 6.931, 15.856
-181.384, 25.392, 6.954, 15.889
-181.384, 25.159, 6.978, 15.922
-181.384, 24.926, 7.001, 15.955
-181.383, 24.692, 7.025, 15.988
-181.383, 24.457, 7.048, 16.021
-181.383, 24.221, 7.072, 16.054
-181.382, 23.985, 7.096, 16.087
-181.382, 23.748, 7.119, 16.120
-181.382, 23.510, 7.143, 16.153
-181.381, 23.271, 7.166, 16.186
-181.381, 23.032, 7.190, 16.219
-181.381, 22.791, 7.214, 16.252
-181.380, 22.550, 7.237, 16.285
-181.380, 22.308, 7.261, 16.318
-181.380, 22.066, 7.285, 16.351
-181.379, 21.822, 7.310, 16.384
-181.379, 21.578, 7.334, 16.417
-181.379, 21.333, 7.358, 16.450
-181.378, 21.087, 7.383, 16.483
-181.378, 20.840, 7.407, 16.516
-181.377, 20.593, 7.432, 16.549
-181.377, 20.344, 7.457, 16.582
-181.377, 20.095, 7.482, 16.615
-181.376, 19.845, 7.507, 16.648
-181.376, 19.594, 7.532, 16.681
-181.376, 19.342, 7.557, 16.714
-181.375, 19.090, 7.582, 16.747
-181.375, 18.836, 7.606, 16.780
-181.374, 18.582, 7.632, 16.813
-181.374, 18.327, 7.657, 16.846
-181.373, 18.071, 7.682, 16.879
-181.373, 17.815, 7.707, 16.912
-181.373, 17.557, 7.732, 16.945
-181.372, 17.299, 7.758, 16.978
-181.372, 17.040, 7.783, 17.011
-181.371, 16.779, 7.809, 17.044
-181.371, 16.518, 7.835, 17.077
-181.370, 16.257, 7.861, 17.110
-181.370, 15.994, 7.887, 17.143
-181.369, 15.730, 7.913, 17.176
-181.369, 15.466, 7.940, 17.209
-181.368, 15.201, 7.966, 17.242
-181.368, 14.934, 7.993, 17.275
-181.367, 14.667, 8.020, 17.308
-181.367, 14.399, 8.047, 17.341
-181.366, 14.130, 8.074, 17.374
-181.366, 13.861, 8.101, 17.407
-181.365, 13.590, 8.128, 17.440
-181.365, 13.318, 8.155, 17.473
-181.364, 13.046, 8.182, 17.506
-181.364, 12.772, 8.210, 17.539
-181.363, 12.498, 8.237, 17.572
-181.363, 12.223, 8.264, 17.605
-181.362, 11.946, 8.292, 17.638
-181.361, 11.669, 8.320, 17.671
-181.361, 11.391, 8.347, 17.704
-181.360, 11.112, 8.375, 17.737
-181.360, 10.833, 8.403, 17.770
-181.359, 10.552, 8.431, 17.803
-181.358, 10.270, 8.459, 17.836
-181.358, 9.987, 8.487, 17.869
-181.357, 9.704, 8.515, 17.902
-181.357, 9.419, 8.544, 17.935
-181.356, 9.134, 8.572, 17.968
-181.355, 8.847, 8.601, 18.001
-181.355, 8.560, 8.629, 18.034
-181.354, 8.271, 8.658, 18.067
-181.353, 7.982, 8.687, 18.100
-181.353, 7.692, 8.716, 18.133
-181.352, 7.400, 8.746, 18.166
-181.351, 7.108, 8.775, 18.199
-181.351, 6.815, 8.804, 18.232
-181.350, 6.521, 8.834, 18.265
-181.349, 6.226, 8.863, 18.298
-181.349, 5.929, 8.893, 18.331
-181.348, 5.632, 8.922, 18.364
-181.347, 5.334, 8.952, 18.397
-181.346, 5.035, 8.982, 18.430
-181.346, 4.735, 9.012, 18.463
-181.345, 4.433, 9.042, 18.496
-181.344, 4.131, 9.072, 18.529
-181.343, 3.828, 9.102, 18.562
-181.343, 3.524, 9.133, 18.595
-181.342, 3.219, 9.163, 18.628
-181.341, 2.913, 9.194, 18.661
-181.340, 2.605, 9.224, 18.694
-181.340, 2.297, 9.255, 18.727
-181.339, 1.988, 9.286, 18.760
-181.338, 1.677, 9.317, 18.793
-181.337, 1.366, 9.349, 18.826
-181.336, 1.054, 9.380, 18.859
-181.335, 0.740, 9.411, 18.892
-181.335, 0.426, 9.443, 18.925
-181.334, 0.110, 9.474, 18.958
-181.333, -0.206, 9.506, 18.991
-181.332, -0.524, 9.538, 19.024
-181.331, -0.843, 9.570, 19.057
-181.330, -1.163, 9.601, 19.090
-181.329, -1.484, 9.633, 19.123
-181.328, -1.805, 9.665, 19.156
-181.327, -2.128, 9.698, 19.189
-181.326, -2.453, 9.730, 19.222
-181.326, -2.778, 9.762, 19.255
-181.325, -3.104, 9.795, 19.288
-181.324, -3.431, 9.828, 19.321
-181.323, -3.760, 9.861, 19.354
-181.322, -4.089, 9.893, 19.387
-181.321, -4.420, 9.926, 19.420
-181.320, -4.752, 9.960, 19.453
-181.319, -5.084, 9.993, 19.486
-181.318, -5.418, 10.026, 19.519
-181.317, -5.753, 10.060, 19.552
-181.316, -6.090, 10.094, 19.585
-181.315, -6.427, 10.128, 19.618
-181.314, -6.765, 10.161, 19.651
-181.313, -7.105, 10.196, 19.684
-181.312, -7.446, 10.230, 19.717
-181.311, -7.787, 10.264, 19.750
-181.309, -8.130, 10.298, 19.783
-181.308, -8.475, 10.333, 19.816
-181.307, -8.820, 10.367, 19.849
-181.306, -9.166, 10.402, 19.882
-181.305, -9.514, 10.437, 19.915
-181.304, -9.863, 10.471, 19.948
-181.303, -10.213, 10.506, 19.981
-181.302, -10.564, 10.541, 20.014
-181.300, -10.916, 10.577, 20.047
-181.299, -11.270, 10.612, 20.080
-181.298, -11.624, 10.647, 20.113
-181.297, -11.980, 10.683, 20.146
-181.296, -12.337, 10.719, 20.179
-181.294, -12.695, 10.754, 20.212
-181.293, -13.055, 10.790, 20.245
-181.292, -13.415, 10.827, 20.278
-181.291, -13.777, 10.863, 20.311
-181.289, -14.140, 10.899, 20.344
-181.288, -14.504, 10.936, 20.377
-181.287, -14.870, 10.972, 20.410
-181.286, -15.236, 11.009, 20.443
-181.284, -15.604, 11.046, 20.476
-181.283, -15.973, 11.083, 20.509
-181.282, -16.344, 11.120, 20.542
-181.280, -16.715, 11.157, 20.575
-181.279, -17.088, 11.194, 20.608
-181.278, -17.462, 11.232, 20.641
-181.276, -17.838, 11.269, 20.674
-181.275, -18.214, 11.307, 20.707
-181.274, -18.592, 11.345, 20.740
-181.272, -18.971, 11.383, 20.773
-181.271, -19.352, 11.421, 20.806
-181.269, -19.733, 11.459, 20.839
-181.268, -20.116, 11.497, 20.872
-181.266, -20.500, 11.536, 20.905
-181.265, -20.886, 11.575, 20.938
-181.263, -21.273, 11.614, 20.971
-181.262, -21.661, 11.653, 21.004
-181.260, -22.050, 11.692, 21.037
-181.259, -22.441, 11.732, 21.070
-181.257, -22.833, 11.771, 21.103
-181.256, -23.226, 11.811, 21.136
-181.254, -23.621, 11.851, 21.169
-181.253, -24.017, 11.891, 21.202
-181.251, -24.415, 11.931, 21.235
-181.250, -24.813, 11.972, 21.268
-181.248, -25.213, 12.012, 21.301
-181.246, -25.615, 12.053, 21.334
-181.245, -26.018, 12.093, 21.367
-181.243, -26.422, 12.134, 21.400
-181.241, -26.827, 12.175, 21.433
-181.240, -27.234, 12.215, 21.466
-181.238, -27.642, 12.256, 21.499
-181.236, -28.052, 12.298, 21.532
-181.235, -28.463, 12.339, 21.565
-181.233, -28.875, 12.380, 21.598
-181.231, -29.289, 12.422, 21.631
-181.229, -29.704, 12.463, 21.664
-181.228, -30.121, 12.505, 21.697
-181.226, -30.539, 12.547, 21.730
-181.224, -30.958, 12.589, 21.763
-181.222, -31.379, 12.632, 21.796
-181.220, -31.801, 12.674, 21.829
-181.219, -32.224, 12.716, 21.862
-181.217, -32.649, 12.759, 21.895
-181.215, -33.076, 12.802, 21.928
-181.213, -33.503, 12.845, 21.961
-181.211, -33.933, 12.888, 21.994
-181.209, -34.363, 12.932, 22.027
-181.207, -34.796, 12.975, 22.060
-181.205, -35.229, 13.019, 22.093
-181.203, -35.664, 13.062, 22.126
-181.201, -36.101, 13.106, 22.159
-181.199, -36.539, 13.150, 22.192
-181.197, -36.978, 13.194, 22.225
-181.195, -37.419, 13.239, 22.258
-181.193, -37.862, 13.283, 22.291
-181.191, -38.305, 13.328, 22.324
-181.189, -38.751, 13.373, 22.357
-181.187, -39.198, 13.418, 22.390
-181.185, -39.646, 13.463, 22.423
-181.183, -40.096, 13.508, 22.456
-181.181, -40.547, 13.553, 22.489
-181.179, -41.000, 13.598, 22.522
-181.176, -41.455, 13.644, 22.555
-181.174, -41.911, 13.690, 22.588
-181.172, -42.368, 13.735, 22.621
-181.170, -42.827, 13.782, 22.654
-181.168, -43.288, 13.828, 22.687
-181.165, -43.750, 13.874, 22.720
-181.163, -44.214, 13.921, 22.753
-181.161, -44.679, 13.967, 22.786
-181.158, -45.146, 14.014, 22.819
-181.156, -45.614, 14.061, 22.852
-181.154, -46.084, 14.108, 22.885
-181.151, -46.555, 14.156, 22.918
-181.149, -47.028, 14.203, 22.951
-181.147, -47.503, 14.251, 22.984
-181.144, -47.979, 14.298, 23.017
-181.142, -48.457, 14.346, 23.050
